id;numero;date_introduction;observations;bl_suppression;date_suppression;date_modification;date_creation;gp_situation_id;quantite;pi_pi_id;produit_id;date_livraison;id_fiche;a_planifier;site_id;quantite_planifie;type;informations_stock;informations_affectation;type_ordre;lieu_livraison;numero_interne;prix_unitaire;client;designation;reference;qt_coupe;qt_eng;qt_sort;qt_fini;qt_colis;qt_exp;qt_sup1;qt_sup2;qt_sup3;remarques_prod;semaine;model_label;delivered_third;status_code;ordre_type;ligne_production;ehd;chd (date prévue);date_creation_commande;cdd (date réelle);has_planning;status_planning;id_fiche_complement;sf_produit_id;process_produit;date_sortie;inspection;sites_ids;code_conception_produit;traitement_produit;go_prod;theme_id;sites_ids_gpro_col;nombre_colis_refuses;nombre_colis_controles;resultat_controle_interne;nombre_colis;commentaire_qte;date_fin_controle_interne;status_export;implantation;modifier_qt_sortie_manuel;controle_interne;saison_designation;as_export;qte_sortie_chaine;test_labo;maj_qte_of_avec_importation;quantite_from_detail;split;commande_mere;commande_mere_automatique;qte_prise_prod;qte_recue_prod;qte_prise_coupe;qte_recu_coupe;qte_prete_coupe;division_coupe;division_fini;go_shippement;generation;maj_lieu_livraison;nombre_colis_refuses_aql_tournant;nombre_colis_controles_aql_tournant;week_cdd;qte_entree_dos;qte_sortie_dos;qte_entree_devant;qte_sortie_devant;qte_entree_assemblage;qte_entree_finition;qte_entree_preparation;qte_sortie_preparation;qte_supp4;qte_supp1;qte_supp2;qte_supp3;qte_finition;effectif_dos;efficience_dos;effectif_devant;efficience_devant;effectif_assemblage;efficience_assemblage;effectif_preparation;efficience_preparation;qte_sortie_assemblage;premiere_genration_of;code_njp;temps_total_coupe;temps_total_montage;temps_total_emballage;temps_total_preparation;temps_total_controle;temps_total_dos;temps_total_devant;temps_total_assemblage;temps;temps_theorique;efficience_finition;temps_total_finition;effectif_finition;shot;pbd;ped;shipped_qty;remaining_qty;delivered_qty;responsable;customer;ordre_coupe;supplier;laveur;ligne_produit_id;spl_id;spl_designation;magasin_id_tissu;magasin_id_fourniture_conf;magasin_id_fourniture_cond;gp_importation_id;picking_date;efficience;effectif;reservation_tissu;reservation_fourniture;bon_commande;qte_trt;qte_eclatement;qte_sortie_coupe;temps_coupe;temps_matelassage;qte_psc_sortie_controle;qte_psc_entree_finition;qte_psc_sortie_finition;qte_psc_sortie_chaine;qte_psc_engagement;qte_psc_entree_cond;qte_psc_sortie_cond;has_resrvation_global;generateur_fiche_colisage;has_resrvation_global_tissu;has_resrvation_global_fourniture;date_reservation_globale;qte_envoi_intervenant
26685;2001009879/117;03/10/2023;;f;;;;;9680;566;1639;30/11/2023;;t;;0;Ferme;;;;;2001009879;;CALZEDONIA;SLIP ALTO , L , 001 blanc;1SN5060E;0;2092;1600;7268;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;01/08/2023;30/11/2023;t;Non Planifier;;622569;;;non;;1SN5060E;;;232;;0;0;;0;;;Standard;NON;f;;;;8467;NON;f;9680;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28481;4521018801;30/07/2024;;f;;;;;860;14;1855;19/11/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;1.863;PROXY;BL SKI 520;8759480;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;19/11/2024;21/11/2024;06/05/2024;27/11/2024;t;Non Planifier;;18;;;non;;340445;;;8;;0;0;;22;;;Standard;NON;f;;AW24;;0;NON;f;860;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28484;4521018797;30/07/2024;;f;;;;;240;14;1855;16/12/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;1.863;PROXY;BL SKI 520;8759480;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;16/12/2024;16/12/2024;06/05/2024;25/12/2024;t;Non Planifier;;18;;;non;;340445;;;8;;0;0;;6;;;Standard;NON;f;;AW24;;0;NON;f;240;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29469;109778;06/12/2024;;f;;;;;398;43;1807;27/12/2024;;t;;0;Ferme;;;;;109778;0.92;DMT;Tee-SHIRT HOMME  MANCHE Longue;04149UU-T;0;0;0;0;0;0;;;;;;;;V;;;27/12/2024;27/12/2024;;31/12/2024;t;Non Planifier;;18;;;non;;04149UU;;;194;;0;0;;17;;;Standard;NON;f;;;;0;NON;f;398;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
28477;4521015342;30/07/2024;;f;;;;;308;14;1855;11/11/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;1.863;PROXY;BL SKI 520;8759480;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;11/11/2024;11/11/2024;06/05/2024;20/11/2024;t;Non Planifier;;18;;;non;;340445;;;8;;0;0;;8;;;Standard;NON;f;;AW24;;0;NON;f;308;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28832;4521437263;02/10/2024;;f;;;;;524;14;1888;14/04/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.42;PROXY;MARY  1PIECE ALL OVER;8916523;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;14/04/2025;14/04/2025;07/08/2024;23/04/2025;t;Non Planifier;;19;;;non;;346424;;;6;;0;0;;29;;;Standard;NON;f;;;;0;NON;f;524;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26982;2000849770/18;11/10/2023;;f;;;;;1450;566;1636;22/12/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1450;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28843;4521429004;02/10/2024;;f;;;;;528;14;1890;21/04/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.74;PROXY;AURELY BRA UNI;8940639;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;21/04/2025;21/04/2025;07/08/2024;30/04/2025;t;Non Planifier;;5;;;non;;339524;;;6;;0;0;;12;;;Standard;NON;f;;;;0;NON;f;528;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26981;2000849770/15;11/10/2023;;f;;;;;7000;566;1636;22/12/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;7000;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28337;4521068417;11/06/2024;;f;;;;;320;14;1688;08/06/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;4.18;PROXY;ELENA PUSH UP;8798890;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;08/06/2024;10/06/2024;15/05/2024;19/06/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;823;;;;;;;;;;;;;;;;;;;;1;f;f;;
29058;4521761717;02/10/2024;;f;;;;;3846;14;1862;08/01/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;1.877;PROXY;TOP JR KEEPCOMFORT LS REC DDY;8619327;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;08/01/2025;07/01/2025;27/09/2024;17/01/2025;t;Non Planifier;;18;;;non;;331031;;;13;;0;0;;156;;;Standard;NON;f;;;;0;NON;t;3846;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
29474;109764;10/12/2024;;f;;;;;140;43;1723;24/12/2024;;t;;0;Ferme;;;;;109764;1.44;DMT;CaleÃ§on long;18107UU;0;0;0;0;0;0;;;;;;;;V;;;24/12/2024;24/12/2024;;25/12/2024;t;Non Planifier;;31;;;non;;18107UU;;;241;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;140;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;0;7.2;1.49;0;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29895;4522653770;03/04/2025;;f;;;;;268;14;1667;22/05/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.63;PROXY TUNISIE;UV TOP GIRL500 ML;8851345;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Order to confirm;Replenishement;;22/05/2025;22/05/2025;02/04/2025;28/05/2025;t;Non Planifier;;18;;;non;;326472;;;6;;0;0;;7;;;Standard;NON;f;;;;0;NON;f;268;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26979;2000849770/11;11/10/2023;;f;;;;;5266;566;1636;22/12/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;5266;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26977;2000837698;11/10/2023;;f;;;;;1333;566;1636;22/12/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1333;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29384;201677;22/11/2024;;f;;;;;570;16;1851;13/12/2024;;t;;0;Ferme;;;;;201677;1.65;EMINENCE;SLIP;4G19;0;0;0;0;0;0;;;;;;;;V;;;13/12/2024;13/12/2024;;17/12/2024;t;Non Planifier;;23;;;non;;4G19;;;251;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;570;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
29445;109739;04/12/2024;;f;;;;;281;43;1805;24/12/2024;;t;;0;Ferme;;;;;109739;0.86;DMT;Tee-SHIRT HOMME  MANCHE LONGUE;04103UU-T;0;0;0;0;0;0;;;;;;;;V;;;24/12/2024;24/12/2024;;25/12/2024;t;Non Planifier;;18;;;non;;04103UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;281;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;0;4.61;1.49;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26700;2001009879/53;20/09/2023;;f;;;;;1650;566;1639;30/11/2023;;f;1;12150;Ferme;;;;;2001009879;;CALZEDONIA;SLIP ALTO , XL , 031 GRIGIO;1SN5060E;0;1526;1350;5898;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;01/08/2023;30/11/2023;t;Non Prod;;622569;;;non;1;1SN5060E;;;232;;0;0;;0;;;Standard;NON;f;;;;6984;NON;f;13800;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
30206;4522784888;02/05/2025;;f;;;;;120;14;1559;21/07/2025;;t;;0;Ferme;;;WoDo;CAC Molins;;2.95;PROXY TUNISIE;UV TOP JR100 MC PINK;8603041;0;0;0;0;0;0;;;;;;;CAC Molins;Order to confirm;Replenishement;;21/07/2025;21/07/2025;30/04/2025;30/07/2025;t;Non Planifier;;18;;;non;;326490;;;6;;0;0;;2;;;Standard;NON;f;;;;0;NON;f;120;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;02/06/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27063;2001020861/62;31/10/2023;;f;;;;;7440;566;1639;30/11/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;SLIP ALTO;1SN5060E;0;0;0;0;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;7440;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27064;2001020861/67;13/10/2023;;f;;;;;4450;566;1636;30/11/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;350;300;300;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;300;NON;f;4450;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29942;111763;09/04/2025;;f;;;;;106;43;1904;28/04/2025;;t;;0;Ferme;;;;;111763;;DMT;CALECON LONG;80720UU;0;0;0;0;0;0;;;;;;;;V;;;28/04/2025;28/04/2025;;29/04/2025;t;Non Planifier;;31;;;non;;80720UU;;;257;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;106;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;06/05/2025;;0;8.5;1.54;0.1;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29945;111765;09/04/2025;;f;;;;;101;43;1868;28/04/2025;;t;;0;Ferme;;;;;111765;;DMT;TEE SHIRT;80716UU;0;0;0;0;0;0;;;;;;;;V;;;28/04/2025;28/04/2025;;29/04/2025;t;Non Planifier;;18;;;non;;80716UU;;;257;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;101;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;08/05/2025;;0;6.1;1.49;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27065;2001020861/98;13/10/2023;;f;;;;3;3400;566;1616;22/11/2023;;t;;0;Ferme;;;;;2001020861;;CALZEDONIA;G-STRING HIGH-CUT WAI, NERO, S;1SP060S;0;0;0;0;0;0;;;;;;;;D;;;22/11/2023;22/11/2023;;22/11/2023;t;Non Planifier;;32;;;non;;1SP060S;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;3400;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26921;2001009879/100;05/10/2023;;f;;;;;2460;566;1600;30/11/2023;;t;;0;Ferme;;;;;2001009879;;CALZEDONIA;CULOTTE COTONE/PIZZO , M , 019 NERO;1SC5060;0;600;770;3425;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;13/09/2023;30/11/2023;t;Non Planifier;;622554;;;non;;1SC5060;;;28;;0;0;;0;;;Standard;NON;f;;SS23;;4390;NON;f;2460;f;;;0;0;0;0;0;;;non;;f;0;0;48;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27013;2001009879/sup;12/09/2023;;f;;;;;2500;566;1639;30/11/2023;;t;;0;Ferme;;;;;2001009879;;CALZEDONIA;SLIP ALTO;1SN5060E;0;0;0;0;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2500;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29911;EF3966NE;03/04/2025;;f;;;;;804;1610;2009;17/04/2025;;t;;0;Ferme;;;;;EF3966NE;;FRALY;SLIP;EF3966;0;0;0;0;0;0;;;;;;;;V;;;17/04/2025;17/04/2025;;21/04/2025;t;Non Planifier;;23;;;non;;EF3966;;;266;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;804;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26899;2000980246/28;20/09/2023;;f;;;;;1260;566;1617;30/08/2023;;f;1;1260;Ferme;;;;;2000980246;;CALZEDONIA;DALOA TOP,LEOPARD LACE , 4 , 814C LEOPARD LACE;RC01790;0;240;1231;6131;0;0;;;;;;;;D;;;30/08/2023;30/08/2023;13/09/2023;30/08/2023;t;Non Prod;;11;;;non;1;RC01790;;;232;;0;0;;0;;;Standard;NON;f;;;;6006;NON;f;1260;f;;;0;0;0;0;0;;;non;;f;0;0;35;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26897;2000980246/8;20/09/2023;;f;;;;;210;566;1617;30/08/2023;;t;;0;Ferme;;;;;2000980246;;CALZEDONIA;DALOA TOP,LEOPARD LACE , 4 , 814C LEOPARD LACE;RC01790;0;0;0;0;0;0;;;;;;;;D;;;30/08/2023;30/08/2023;13/09/2023;30/08/2023;t;Non Planifier;;11;;;non;;RC01790;;;232;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;210;f;;;0;0;0;0;0;;;non;;f;0;0;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27681;2001043688/13;31/10/2023;;f;;;;;2970;566;1612;22/12/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;CULOTTE PIZZO;1SC060;0;600;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;622554;;;non;;1SC060;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2970;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26556;2000998584/77;01/08/2023;;f;;;;;2520;566;1612;27/10/2023;;t;;0;Ferme;;;;;2000998584;;CALZEDONIA;CULOTTE PIZZO , XL , 1905 PHARD;1SC060;0;0;0;0;0;0;;;;;;;;D;;;27/10/2023;27/10/2023;01/08/2023;27/10/2023;t;Non Planifier;;622554;;;non;;1SC060;;;232;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2520;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27017;2001009879/71;10/10/2023;;f;;;;;350;566;1639;30/11/2023;;t;;0;Ferme;;;;;2001009879;;CALZEDONIA;SLIP ALTO;1SN5060E;0;0;0;0;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;350;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
30304;112397;22/05/2025;;f;;;;;1171;43;1999;03/06/2025;;t;;0;Ferme;;;;;112397;;DMT;CHEMISE MANCHE LONGUE;83909UU;0;0;0;0;0;0;;;;;;;;V;;;03/06/2025;03/06/2025;;03/06/2025;t;Non Planifier;;46;;;non;;83909UU;;;264;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1171;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;27/05/2025;;0.6;8;1.49;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26555;2000984341/32;01/08/2023;;f;;;;;2190;566;1611;22/09/2023;;t;;0;Ferme;;;;;2000984341;;CALZEDONIA;BRAZILIAN PIZZO , M , 1905 PHARD;1SB060;0;0;0;0;0;0;;;;;;;;D;;;22/09/2023;22/09/2023;01/08/2023;22/09/2023;t;Non Planifier;;34;;;non;;1SB060;;;232;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2190;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
30303;112395;22/05/2025;;f;;;;;1168;43;1999;03/06/2025;;t;;0;Ferme;;;;;112395;;DMT;CHEMISE MANCHE LONGUE;83909UU;0;18;29;29;0;0;;;;;;;;V;;;03/06/2025;03/06/2025;;03/06/2025;t;Non Planifier;;46;;;non;;83909UU;;;264;;0;0;;0;;;Standard;NON;f;;;;29;NON;f;1168;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;02/06/2025;;0.6;8;1.49;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;0;0;0;0;0;0;0;;1;f;f;;
29463;4522161577;06/12/2024;;f;;;;;228;14;1667;15/05/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.63;PROXY;UV TOP GIRL500 ML;8851345;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Replenishement;;15/05/2025;15/05/2025;05/12/2024;21/05/2025;t;Non Planifier;;18;;;non;;326472;;;6;;0;0;;6;;;Standard;NON;f;;;;0;NON;f;228;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;28/02/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
28479;4521242925;30/07/2024;;f;;;;;120;14;1683;31/07/2024;;t;;0;Ferme;;;WoDo;BOOSTER INDIAN OCEAN MFD FWDIN;;4.01;PROXY;CARLA 1_PIECE;8851383;0;0;0;0;0;0;;;;;;;BOOSTER INDIAN OCEAN MFD FWDIN;Pending order;Replenishement;;31/07/2024;22/08/2024;02/07/2024;23/10/2024;t;Non Planifier;;4;;;non;;346471;;;6;;0;0;;6;;;Standard;NON;f;;;;0;NON;f;120;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;824;;;;;;f;;;;;;;;;;;;;;1;f;f;;
28841;4521428405;02/10/2024;;f;;;;;360;14;1874;19/02/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.96;PROXY;CARLA 1 PIECE;8916530;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;19/02/2025;22/02/2025;07/08/2024;04/03/2025;t;Non Planifier;;19;;;non;;346471;;;6;;0;0;;18;;;Standard;NON;f;;;;0;NON;f;360;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
