id;numero;date_introduction;observations;bl_suppression;date_suppression;date_modification;date_creation;gp_situation_id;quantite;pi_pi_id;produit_id;date_livraison;id_fiche;a_planifier;site_id;quantite_planifie;type;informations_stock;informations_affectation;type_ordre;lieu_livraison;numero_interne;prix_unitaire;client;designation;reference;qt_coupe;qt_eng;qt_sort;qt_fini;qt_colis;qt_exp;qt_sup1;qt_sup2;qt_sup3;remarques_prod;semaine;model_label;delivered_third;status_code;ordre_type;ligne_production;ehd;chd (date prévue);date_creation_commande;cdd (date réelle);has_planning;status_planning;id_fiche_complement;sf_produit_id;process_produit;date_sortie;inspection;sites_ids;code_conception_produit;traitement_produit;go_prod;theme_id;sites_ids_gpro_col;nombre_colis_refuses;nombre_colis_controles;resultat_controle_interne;nombre_colis;commentaire_qte;date_fin_controle_interne;status_export;implantation;modifier_qt_sortie_manuel;controle_interne;saison_designation;as_export;qte_sortie_chaine;test_labo;maj_qte_of_avec_importation;quantite_from_detail;split;commande_mere;commande_mere_automatique;qte_prise_prod;qte_recue_prod;qte_prise_coupe;qte_recu_coupe;qte_prete_coupe;division_coupe;division_fini;go_shippement;generation;maj_lieu_livraison;nombre_colis_refuses_aql_tournant;nombre_colis_controles_aql_tournant;week_cdd;qte_entree_dos;qte_sortie_dos;qte_entree_devant;qte_sortie_devant;qte_entree_assemblage;qte_entree_finition;qte_entree_preparation;qte_sortie_preparation;qte_supp4;qte_supp1;qte_supp2;qte_supp3;qte_finition;effectif_dos;efficience_dos;effectif_devant;efficience_devant;effectif_assemblage;efficience_assemblage;effectif_preparation;efficience_preparation;qte_sortie_assemblage;premiere_genration_of;code_njp;temps_total_coupe;temps_total_montage;temps_total_emballage;temps_total_preparation;temps_total_controle;temps_total_dos;temps_total_devant;temps_total_assemblage;temps;temps_theorique;efficience_finition;temps_total_finition;effectif_finition;shot;pbd;ped;shipped_qty;remaining_qty;delivered_qty;responsable;customer;ordre_coupe;supplier;laveur;ligne_produit_id;spl_id;spl_designation;magasin_id_tissu;magasin_id_fourniture_conf;magasin_id_fourniture_cond;gp_importation_id;picking_date;efficience;effectif;reservation_tissu;reservation_fourniture;bon_commande;qte_trt;qte_eclatement;qte_sortie_coupe;temps_coupe;temps_matelassage;qte_psc_sortie_controle;qte_psc_entree_finition;qte_psc_sortie_finition;qte_psc_sortie_chaine;qte_psc_engagement;qte_psc_entree_cond;qte_psc_sortie_cond;has_resrvation_global;generateur_fiche_colisage;has_resrvation_global_tissu;has_resrvation_global_fourniture;date_reservation_globale;qte_envoi_intervenant
29040;4521409626;02/10/2024;;f;;;;;210;14;1881;27/03/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.95;PROXY;1 PIECE AGHATHA;8916459;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;27/03/2025;27/03/2025;02/08/2024;02/04/2025;t;Non Planifier;;19;;;non;;339701;;;6;;0;0;;9;;;Standard;NON;f;;;;0;NON;f;210;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27457;4519903630;13/10/2023;;f;;;;;390;14;1688;09/03/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;4.174;PROXY;ELENA PUSH UP;8798890;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;09/03/2024;15/03/2024;15/09/2023;26/03/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27727;2001028274-1;09/11/2023;;f;;;;;86680;566;1660;01/02/2024;;t;;0;Ferme;;;;;2001028274;;CALZEDONIA;PERIZOMA FIANCHETTO PIZZO;1SP060F;0;1080;1620;9110;0;0;;;;;;;;V;;;01/02/2024;01/02/2024;;01/02/2024;t;Non Planifier;;23;;;non;;1SP060F;;;28;;0;0;;69;;;Standard;NON;f;;;;7840;NON;f;86680;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;2.72;0.47;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29240;108392;14/10/2024;;f;;;;;974;43;1723;12/11/2024;;t;;0;Ferme;;;;;108392;1.44;DMT;CaleÃ§on long;18107UU;0;0;0;0;0;0;;;;;;;;V;;;12/11/2024;12/11/2024;;13/11/2024;t;Non Planifier;;31;;;non;;18107UU;;;241;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;974;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7.3;1.59;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29323;108859;02/11/2024;;f;;;;;1196;43;1804;26/11/2024;;t;;0;Ferme;;;;;108859;0.88;DMT;Tee-SHIRT HOMME  MANCHE Courte;03145UU-T;0;0;0;0;0;0;;;;;;;;V;;;26/11/2024;26/11/2024;;27/11/2024;t;Non Planifier;;18;;;non;;03145UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1196;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
29306;108672;29/10/2024;;f;;;;;1095;43;1804;19/11/2024;;t;;0;Ferme;;;;;108672;0.88;DMT;Tee-SHIRT HOMME  MANCHE Courte;03145UU-T;0;0;0;0;0;0;;;;;;;;V;;;19/11/2024;19/11/2024;;20/11/2024;t;Non Planifier;;18;;;non;;03145UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;1095;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29752;111383;08/03/2025;;f;;;;;2143;43;1732;25/03/2025;;t;;0;Ferme;;;;;111383;;DMT;CHEMISE SS MANCHE;73905UU;0;0;0;0;0;0;;;;;;;;V;;;25/03/2025;25/03/2025;;26/03/2025;t;Non Planifier;;9;;;non;;73905UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;2143;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;30/04/2025;;0.95;6.27;1.49;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27542;4519735297;13/10/2023;;f;;;;;306;14;1677;05/04/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.407;PROXY;TOP UV 500S;8800462;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;05/04/2024;05/04/2024;09/08/2023;17/04/2024;t;Non Planifier;;18;;;non;;125487;;;6;;0;0;;6;;;Standard;NON;f;;;;0;NON;f;268;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27468;4519738772;13/10/2023;;f;;;;;1394;14;1676;06/04/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.407;PROXY;TOP UV 500S;8800461;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;06/04/2024;09/04/2024;09/08/2023;17/04/2024;t;Non Planifier;;18;;;non;;125487;;;6;;0;0;;29;;;Standard;NON;f;;;;0;NON;f;1242;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28212;4520584164;23/02/2024;;f;;;;;1520;14;1501;22/04/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;4.18;PROXY;ELENA PUSH UP ALL OVER NERO;8357551;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;22/04/2024;19/04/2024;31/01/2024;01/05/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;28;;;Standard;NON;f;;;;0;NON;f;1520;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26566;2000998584/76;01/08/2023;;f;;;;;3900;566;1612;27/10/2023;;t;;0;Ferme;;;;;2000998584;;CALZEDONIA;CULOTTE PIZZO , M , 1905 PHARD;1SC060;0;280;179;360;0;0;;;;;;;;D;;;27/10/2023;27/10/2023;01/08/2023;27/10/2023;t;Non Planifier;;622554;;;non;;1SC060;;;232;;0;0;;0;;;Standard;NON;f;;;;390;NON;f;3900;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26891;2001009879/111;03/10/2023;;f;;;;;8040;566;1600;30/11/2023;;t;;0;Ferme;;;;;2001009879;;CALZEDONIA;CULOTTE COTONE/PIZZO , M , 001 BIANCO;1SC5060;0;0;0;0;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;13/09/2023;30/11/2023;t;Non Planifier;;622554;;;non;;1SC5060;;;28;;0;0;;0;;;Standard;NON;f;;SS23;;0;NON;f;8040;f;;;0;0;0;0;0;;;non;;f;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27459;4519796369;13/10/2023;;f;;;;;1700;14;1684;23/02/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.008;PROXY;CARLA 1_PIECE;8851384;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;23/02/2024;27/02/2024;23/08/2023;06/03/2024;t;Non Planifier;;4;;;non;;346471;;;6;;0;0;;85;;;Standard;NON;f;;;;0;NON;f;1700;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
28740;4521471448;20/09/2024;;f;;;;;65;14;1687;25/12/2024;;t;;0;Ferme;;;WoDo;BOOSTER LATAM;;3.24;PROXY;SAVANA BOTTOM;8853133;0;0;0;0;0;0;;;;;;;BOOSTER LATAM;Pending order;Replenishement;;25/12/2024;03/09/2024;14/08/2024;16/10/2024;t;Non Planifier;;23;;;non;;346482;;;6;;0;0;;2;;;Standard;NON;f;;;;0;NON;f;65;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;;;;;;;;;;;;;;1;f;f;;
28748;4521435976;20/09/2024;;f;;;;;168;14;1699;03/03/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.16;PROXY;1_PIECE AURELY;8800037;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;03/03/2025;03/03/2025;07/08/2024;12/03/2025;t;Non Planifier;;622576;;;non;;339593;;;6;;0;0;;8;;;Standard;NON;f;;;;0;NON;f;168;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27368;4519799268;13/10/2023;;f;;;;;160;14;1678;23/03/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;4.46;PROXY;CARLA BRA;8800411;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;23/03/2024;19/03/2024;23/08/2023;27/03/2024;t;Non Planifier;;4;;;non;;335559;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27203;4519940236;13/10/2023;;f;;;;;504;14;1685;13/03/2024;;t;;0;Ferme;;;WoDo;BOOSTER LATAM;;3.928;PROXY;ELISE 1_PIECE;8799910;0;0;0;0;0;0;;;;;;;BOOSTER LATAM;Pending order;Implantation;;13/03/2024;05/03/2024;22/09/2023;06/03/2024;t;Non Planifier;;4;;;non;;346481;;;6;;0;0;;21;;;Standard;NON;f;;;;0;NON;f;504;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27183;4519924572;13/10/2023;;f;;;;;520;14;1702;27/03/2024;;t;;0;Ferme;;;WoDo;CAC TURKEY;;3.752;PROXY;1_PIECE BEA;8881746;0;0;0;0;0;0;;;;;;;CAC TURKEY;Pending order;Implantation;;27/03/2024;12/03/2024;22/09/2023;10/04/2024;t;Non Planifier;;19;;;non;;339638;;;6;;0;0;;26;;;Standard;NON;f;;;;0;NON;f;520;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27987;104845;21/12/2023;;f;;;;;1211;43;1737;17/01/2024;;t;;0;Ferme;;;;;104845;;DMT;CHEMISE MANCHES LONGUE;69648UU;0;198;170;100;0;0;;;;;;;;V;;;17/01/2024;17/01/2024;;17/01/2024;t;Non Planifier;;46;;;non;;69648UU;;;194;;0;0;;0;;;Standard;NON;f;;;;246;NON;f;1211;f;;;0;0;0;0;0;;;non;;f;0;0;312024;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;0;1.55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29917;EF3967GRI;03/04/2025;;f;;;;;264;1610;2010;17/04/2025;;t;;0;Ferme;;;;;EF3967GRI;;FRALY;BOXER;EF3967;0;0;0;0;0;0;;;;;;;;V;;;17/04/2025;17/04/2025;;21/04/2025;t;Non Planifier;;28;;;non;;EF3697;;;266;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;264;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
27530;4519740741;13/10/2023;;f;;;;;458;14;1677;26/04/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;3.407;PROXY;TOP UV 500S;8800462;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;26/04/2024;26/04/2024;09/08/2023;08/05/2024;t;Non Planifier;;18;;;non;;125487;;;6;;0;0;;10;;;Standard;NON;f;;;;0;NON;f;420;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27550;4519740143;13/10/2023;;f;;;;;1890;14;1676;27/04/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.407;PROXY;TOP UV 500S;8800461;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;27/04/2024;30/04/2024;09/08/2023;08/05/2024;t;Non Planifier;;18;;;non;;125487;;;6;;0;0;;39;;;Standard;NON;f;;;;0;NON;f;1662;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26945;4519017141;13/09/2023;;f;;;;;1614;14;1658;07/10/2023;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;2.372;PROXY;PANTALON;8616233;0;0;1614;0;0;0;;;;;;;CAC ST MARTIN;S;Implantation;;07/10/2023;07/10/2023;10/08/2023;18/10/2023;t;Non Planifier;;31;;;non;;330190;;;8;;0;0;;23;;;Standard;NON;t;;AW23;t;0;NON;f;1614;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27479;4519752460;13/10/2023;;f;;;;;570;14;1692;26/02/2024;;t;2;456;Ferme;;;WoDo;CAC ST MARTIN;;4.174;PROXY;ELENA PUSH UP;8798892;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;26/02/2024;27/02/2024;11/08/2023;05/03/2024;t;Non Prod;;21;;;non;2;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27384;4519754257;13/10/2023;;f;;;;;112;14;1546;06/03/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;2.755;PROXY;UVTOP100S GREY;8611954;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;06/03/2024;08/03/2024;12/08/2023;20/03/2024;t;Non Planifier;;4;;;non;;125303;;;6;;0;0;;6;;;Standard;NON;f;;;;0;NON;f;96;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27688;2001020861/104;31/10/2023;;f;;;;;2550;566;1639;30/11/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;SLIP ALTO;1SN5060E;0;950;320;930;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;1170;NON;f;2550;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27671;2001043688/52;31/10/2023;;f;;;;;6550;566;1636;24/11/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;BRASILIANO COTONE;1SB05B;0;0;0;100;0;0;;;;;;;;D;;;24/11/2023;24/11/2023;;24/11/2023;t;Non Planifier;;34;;;non;;1SB05B;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;6550;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26941;4519005025;13/09/2023;;f;;;;;3292;14;1658;04/11/2023;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;2.372;PROXY;PANTALON;8616233;0;0;3292;0;0;0;;;;;;;CAC ST MARTIN;S;Implantation;;04/11/2023;04/11/2023;10/08/2023;15/11/2023;t;Non Planifier;;31;;;non;;330190;;;8;;0;0;;47;;;Standard;NON;t;;AW23;t;0;NON;f;3292;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26959;4519794686;05/10/2023;;f;;;;;425;14;1503;25/10/2023;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;5.81;PROXY;1P TANKINI HEVA 100 BLACK LEO BLACK;8774081;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;S;Replenishement;;25/10/2023;21/10/2023;10/09/2023;25/10/2023;t;Non Planifier;;19;;;non;;344008;;;5;;0;0;;17;;;Standard;NON;f;;;;0;NON;f;425;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27271;4519984228;13/10/2023;;f;;;;;0;14;1675;06/03/2024;;t;;0;Ferme;;;WoDo;BOOSTER MALAYSIA;;3.18;PROXY;TOP 500 ML BOY;8874219;0;0;0;0;0;0;;;;;;;BOOSTER MALAYSIA;D;Implantation;;06/03/2024;05/03/2024;04/10/2023;07/03/2024;t;Non Planifier;;18;;;non;;347073;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29294;108270;23/10/2024;;f;;;;;69;43;1808;26/11/2024;;t;;0;Ferme;;;;;108270;0.92;DMT;Tee-SHIRT HOMME  MANCHE Longue;04149UU-L;0;0;0;0;0;0;;;;;;;;V;;;26/11/2024;26/11/2024;;27/11/2024;t;Non Planifier;;18;;;non;;04149UU;;;194;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;69;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27410;4519754598;13/10/2023;;f;;;;;500;14;1688;23/03/2024;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;4.174;PROXY;ELENA PUSH UP;8798890;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Implantation;;23/03/2024;29/03/2024;11/08/2023;10/04/2024;t;Non Planifier;;21;;;non;;115427;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
29651;4522336160;24/01/2025;;f;;;;;405;14;1503;12/02/2025;;t;;0;Ferme;;;WoDo;CAC ROUVIGNIES;;5.81;PROXY TUNISIE;1P TANKINI HEVA 100 BLACK LEO BLACK;8774081;0;0;0;0;0;0;;;;;;;CAC ROUVIGNIES;Pending order;Replenishement;;12/02/2025;10/02/2025;22/01/2025;19/02/2025;t;Non Planifier;;19;;;non;;344008;;;5;;0;0;;17;;;Standard;NON;f;;;;0;NON;f;405;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
26960;103611;09/10/2023;;f;;;;;1208;43;1722;18/10/2023;;t;;0;Ferme;;;;;;;DMT;TS mch. courtes;03102UU;0;0;170;400;0;0;;;;;;;;V;;;18/10/2023;18/10/2023;;18/10/2023;t;Non Planifier;;18;;;non;;03102UU;;;241;;0;0;;0;;;Standard;NON;f;;;;450;NON;f;1208;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
26969;2001020861/19;10/10/2023;;f;;;;;720;566;1612;22/12/2023;;t;;0;Ferme;;;;;2001020861;;CALZEDONIA;CULOTTE PIZZO;1SC060;0;0;0;0;0;0;;;;;;;;D;;;22/12/2023;22/12/2023;;22/12/2023;t;Non Planifier;;622554;;;non;;1SC060;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;720;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27690;2001020861/108;31/10/2023;;f;;;;;3040;566;1639;30/11/2023;;t;;0;Ferme;;;;;;;CALZEDONIA;SLIP ALTO;1SN5060E;0;0;0;0;0;0;;;;;;;;D;;;30/11/2023;30/11/2023;;30/11/2023;t;Non Planifier;;622557;;;non;;1SN5060E;;;28;;0;0;;0;;;Standard;NON;f;;;;0;NON;f;3040;f;;;0;0;0;0;0;;;non;;f;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
27243;4519752023;13/10/2023;;f;;;;;568;14;1667;23/02/2024;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;3.578;PROXY;UV TOP GIRL500 ML;8851345;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Pending order;Implantation;;23/02/2024;27/02/2024;10/08/2023;05/03/2024;t;Non Planifier;;18;;;non;;326472;;;6;;0;0;;0;;;Standard;NON;f;;;;0;NON;t;0;f;;;0;0;0;0;0;;;non;;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;f;f;;
30034;4522723145;18/04/2025;;f;;;;;20;14;1877;05/06/2025;;t;;0;Ferme;;;WoDo;CAC ST MARTIN;;5.35;PROXY TUNISIE;CARLA BRA;8916481;0;0;0;0;0;0;;;;;;;CAC ST MARTIN;Order to confirm;Replenishement;;05/06/2025;05/06/2025;16/04/2025;11/06/2025;t;Non Planifier;;5;;;non;;335559;;;6;;0;0;;1;;;Standard;NON;f;;;;0;NON;f;20;f;;;0;0;0;0;0;;;non;t;f;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;13/05/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f;0;0;0;;;;;;;;;;;1;f;f;;
